Date,Open,High,Low,Close,Volume
2025-12-03,128.74,134.87,128.06,133.73,4583106
2025-12-04,133.43,138.17,132.35,137.93,6491457
2025-12-05,137.98,138.08,132.02,132.19,3174284
2025-12-08,132.08,135.86,131.46,135.84,8192805
2025-12-09,135.89,138.42,135.41,137.97,9611176
2025-12-10,137.92,139.49,137.48,139.13,3089165
2025-12-11,139.02,139.26,136.12,136.42,6697658
2025-12-12,136.38,136.45,135.12,135.21,5482922
2025-12-15,135.26,135.49,134.38,134.67,8478389
2025-12-16,134.72,134.99,130.28,130.95,5032859
2025-12-17,130.78,135.81,130.63,134.21,5288936
2025-12-18,134.02,137.08,133.57,136.62,9420467
2025-12-19,136.45,136.76,135.87,136.61,6037404
2025-12-22,136.77,137.22,133.86,134.05,7242471
2025-12-23,134.07,138.27,133.81,137.69,7909933
2025-12-24,137.56,139.56,136.77,139.48,5915266
2025-12-25,139.44,142.73,139.26,142.47,8967524
2025-12-26,142.66,142.7,141.05,141.31,8565373
2025-12-29,141.15,149.1,141.14,148.11,8248395
2025-12-30,148.04,148.84,147.49,147.73,2929460
2025-12-31,147.84,154.48,147.78,153.53,3910967
2026-01-01,153.64,154.35,147.17,147.41,8169743
2026-01-02,147.5,148.92,147.36,148.34,3359607
2026-01-05,148.21,148.92,148.13,148.62,7070617
2026-01-06,148.62,149.34,140.85,141.15,8728266
2026-01-07,140.81,141.24,138.92,139.36,4419922
2026-01-08,139.3,141.1,135.89,135.97,2481837
2026-01-09,135.89,136.56,131.93,132.17,3314794
2026-01-12,132.09,132.55,129.99,130.21,5554738
2026-01-13,130.36,130.37,126.96,127.19,3864537
2026-01-14,127.16,128.24,127.04,128.04,9224814
2026-01-15,128.01,129.42,127.0,129.26,9445024
2026-01-16,129.34,130.92,128.66,129.98,3813245
2026-01-19,130.21,130.52,127.73,127.85,2555618
2026-01-20,127.74,128.24,126.04,126.64,7535019
2026-01-21,126.73,131.66,126.4,130.92,7709890
2026-01-22,130.87,130.99,129.82,130.04,8715399
2026-01-23,129.83,130.09,129.59,130.01,7551526
2026-01-26,129.93,130.48,128.34,128.51,4136688
2026-01-27,128.55,130.16,128.29,129.89,6134988
2026-01-28,129.86,132.22,128.96,132.22,7896375
2026-01-29,132.15,134.57,131.93,134.35,8471885
2026-01-30,134.34,135.7,134.09,135.52,9604578
2026-02-02,135.48,137.82,134.91,137.47,8257141
2026-02-03,137.43,138.71,136.52,136.91,8740318
2026-02-04,136.77,138.93,135.97,138.64,4677050
2026-02-05,138.72,139.22,135.76,135.92,7270242
2026-02-06,135.61,136.41,135.22,136.23,3274819
2026-02-09,136.25,138.61,135.19,138.61,6206638
2026-02-10,138.5,138.95,135.78,135.82,3209331
2026-02-11,135.92,138.42,135.3,137.97,2174456
2026-02-12,137.8,139.02,137.19,138.87,3687088
2026-02-13,138.54,139.38,134.97,135.49,5371567
2026-02-16,135.56,135.72,130.45,130.91,5744309
2026-02-17,131.04,131.12,126.46,126.61,5405735
2026-02-18,126.37,126.96,123.47,123.98,7132840
2026-02-19,124.03,124.87,124.03,124.8,9532178
2026-02-20,124.83,125.62,124.43,125.44,4919961
2026-02-23,125.32,128.55,124.84,128.55,7397617
2026-02-24,128.63,134.68,128.42,134.41,3570109
2026-02-25,134.29,134.47,132.88,133.15,7011471
2026-02-26,133.28,133.39,126.9,127.74,7181120
2026-02-27,127.89,128.45,122.8,123.96,4725378
2026-03-02,123.91,124.35,118.57,118.95,4799779
2026-03-03,118.91,119.06,116.58,117.33,8619252
2026-03-04,117.34,118.17,115.92,116.09,5165574
2026-03-05,115.86,119.08,115.79,119.07,4201133
2026-03-06,118.99,119.02,115.39,115.5,6080355
2026-03-09,115.5,115.83,114.63,114.95,4505648
2026-03-10,115.2,116.27,113.92,114.39,9326005
2026-03-11,114.52,114.66,113.71,114.1,5035903
2026-03-12,114.13,114.24,112.67,112.81,5622911
2026-03-13,112.71,117.69,112.28,117.6,4496973
2026-03-16,117.64,117.89,117.1,117.18,3397118
2026-03-17,117.19,117.82,116.38,117.28,4597601
2026-03-18,117.12,119.27,117.09,118.95,4139266
2026-03-19,118.92,119.97,118.81,119.49,8318216
2026-03-20,119.33,124.04,118.69,123.75,4644178
2026-03-23,123.69,123.88,120.68,120.78,8683480
2026-03-24,120.39,120.59,119.9,120.32,2899097
2026-03-25,120.49,120.8,118.94,119.11,5391406
2026-03-26,119.05,119.18,118.48,118.94,8662189
2026-03-27,118.81,121.39,118.75,121.08,9134314
2026-03-30,121.0,121.1,119.43,119.63,4120713
2026-03-31,119.42,119.9,114.4,114.94,5710173
2026-04-01,114.92,115.25,114.03,115.12,2130121
2026-04-02,115.27,115.62,112.45,112.72,3956988
2026-04-03,112.74,114.46,112.2,114.12,2693625
2026-04-06,114.07,114.95,113.91,114.65,7845515
2026-04-07,114.63,119.67,114.32,119.47,6212233
2026-04-08,119.47,121.43,119.1,120.77,7587868
2026-04-09,120.72,120.82,117.86,118.78,5156876
2026-04-10,118.71,119.98,118.59,119.67,7634815
2026-04-13,119.67,122.27,119.42,122.24,5244658
2026-04-14,122.27,122.85,122.1,122.46,2966564
2026-04-15,122.39,122.72,122.29,122.4,3574604
2026-04-16,122.43,122.52,121.07,121.76,9778331
2026-04-17,121.61,121.63,120.4,120.78,9964234
2026-04-20,120.56,120.78,118.45,118.58,6526604
2026-04-21,118.35,122.14,118.11,121.46,7810664
2026-04-22,121.5,123.16,121.2,122.45,5597463
2026-04-23,122.35,122.57,118.66,118.97,2795667
2026-04-24,118.96,121.96,118.11,121.55,7942827
2026-04-27,121.45,121.7,121.35,121.63,7345830
2026-04-28,121.57,122.51,121.17,122.2,9561203
2026-04-29,122.22,122.61,122.0,122.6,6882008
2026-04-30,122.42,125.87,121.84,125.54,4618646
