Date,Open,High,Low,Close,Volume
2026-03-20,27.91,28.78,27.8,28.68,3087157
2026-03-23,28.65,29.12,28.5,29.11,8390979
2026-03-24,29.09,30.2,29.01,30.11,5161303
2026-03-25,30.09,30.12,29.57,29.61,7948644
2026-03-26,29.62,29.99,29.52,29.93,8381699
2026-03-27,29.95,30.21,28.97,29.03,9139186
2026-03-30,29.06,29.12,27.96,28.01,7870988
2026-03-31,27.95,28.04,27.15,27.18,2019618
2026-04-01,27.23,27.7,27.22,27.64,3921171
2026-04-02,27.63,27.98,27.55,27.79,2375593
2026-04-03,27.79,27.94,26.74,26.82,2112554
2026-04-06,26.82,27.69,26.75,27.62,3769599
2026-04-07,27.62,28.35,27.61,28.24,5159297
2026-04-08,28.28,28.4,28.08,28.15,2354696
2026-04-09,28.16,28.28,27.91,28.03,8622989
2026-04-10,28.04,28.08,27.99,28.05,7153026
2026-04-13,28.07,28.2,27.29,27.32,8932275
2026-04-14,27.35,28.95,27.23,28.76,8657953
2026-04-15,28.73,28.84,28.37,28.48,5417203
2026-04-16,28.45,28.47,28.25,28.39,5185932
2026-04-17,28.33,28.41,28.18,28.21,2000057
2026-04-20,28.15,28.16,27.71,27.81,9495661
2026-04-21,27.82,28.06,27.22,27.28,7727846
2026-04-22,27.28,27.68,27.24,27.5,7789349
2026-04-23,27.5,27.62,26.63,26.78,3771221
2026-04-24,26.78,26.99,26.06,26.18,6215025
2026-04-27,26.19,26.3,25.72,25.73,3920684
2026-04-28,25.76,26.23,25.75,26.21,3295682
2026-04-29,26.25,26.25,25.6,25.65,2929186
2026-04-30,25.63,25.7,25.1,25.11,5727049
