Date,Open,High,Low,Close,Volume
2025-10-20,128.21,128.73,126.21,126.31,3924624
2025-10-21,126.28,129.41,125.75,128.91,2281694
2025-10-22,128.91,130.11,128.45,128.49,4133992
2025-10-23,128.38,130.38,128.31,130.12,8505334
2025-10-24,130.08,132.06,129.44,131.82,3963722
2025-10-27,131.74,132.38,130.31,130.63,4824107
2025-10-28,130.84,131.06,124.95,125.03,9393884
2025-10-29,125.07,125.42,123.21,124.03,9067906
2025-10-30,123.96,125.65,123.39,125.48,3676950
2025-10-31,125.72,126.38,124.12,124.38,6109594
2025-11-03,124.22,126.14,124.14,125.53,7205799
2025-11-04,125.64,128.73,125.42,128.19,7287691
2025-11-05,128.32,128.46,125.88,126.6,3518933
2025-11-06,126.68,130.64,126.56,129.98,7115005
2025-11-07,129.95,134.75,129.66,134.57,9388784
2025-11-10,134.55,138.62,133.76,137.71,8336983
2025-11-11,137.66,141.65,137.38,141.18,7929201
2025-11-12,141.29,144.74,140.73,144.53,9838838
2025-11-13,144.2,151.69,143.26,151.64,3662032
2025-11-14,151.57,152.38,151.28,152.2,8811860
2025-11-17,152.23,152.48,151.42,152.15,6581371
2025-11-18,152.06,154.5,151.59,154.11,2261197
2025-11-19,153.83,153.94,150.75,150.97,6440460
2025-11-20,150.93,151.29,145.29,145.75,6323847
2025-11-21,145.64,146.12,142.35,142.86,2052928
2025-11-24,142.98,144.68,142.71,143.98,9225747
2025-11-25,144.18,145.98,143.83,145.42,8931899
2025-11-26,145.43,145.86,140.4,140.44,4620628
2025-11-27,140.17,140.55,134.04,134.57,4032920
2025-11-28,134.54,134.84,133.45,133.58,9377198
2025-12-01,133.45,133.99,132.79,132.97,7591231
2025-12-02,133.06,133.62,132.26,132.77,3372573
2025-12-03,133.0,135.15,132.76,134.68,2740729
2025-12-04,134.73,138.62,133.65,138.27,2030748
2025-12-05,138.55,139.73,137.73,138.92,5721272
2025-12-08,139.13,141.14,138.73,140.73,8842719
2025-12-09,140.83,141.36,136.78,137.29,4982502
2025-12-10,137.17,137.69,133.64,133.68,4635410
2025-12-11,133.71,135.55,133.52,134.32,7714043
2025-12-12,134.14,136.44,134.01,136.23,8974131
2025-12-15,136.39,139.05,135.64,138.35,4206130
2025-12-16,138.39,140.56,137.87,140.1,9549489
2025-12-17,140.31,142.56,140.24,142.46,2842798
2025-12-18,142.52,144.96,141.42,144.94,8209860
2025-12-19,144.68,145.26,139.12,139.3,4107120
2025-12-22,139.41,140.65,136.79,136.99,4937318
2025-12-23,137.14,138.72,136.22,138.31,2441339
2025-12-24,138.56,140.66,138.07,140.07,9501438
2025-12-25,139.95,140.87,135.11,135.35,9917804
2025-12-26,135.25,139.4,134.97,138.79,4491220
2025-12-29,138.82,139.36,136.72,137.4,4742762
2025-12-30,137.27,137.71,135.26,136.64,3637401
2025-12-31,136.47,137.79,136.3,137.41,9125760
2026-01-01,137.28,139.9,136.24,139.62,9103215
2026-01-02,140.0,140.31,134.89,135.16,6041470
2026-01-05,135.09,138.75,134.89,138.05,7560336
2026-01-06,137.93,138.39,137.73,138.23,9463969
2026-01-07,138.19,138.43,135.76,135.83,3661006
2026-01-08,135.85,136.39,134.93,134.96,5889105
2026-01-09,135.14,135.16,128.38,128.41,8173467
2026-01-12,128.55,128.62,126.06,126.53,3436097
2026-01-13,126.64,127.14,125.41,126.99,7636330
2026-01-14,127.0,127.48,123.62,124.95,3928348
2026-01-15,124.99,125.39,123.87,124.0,6359066
2026-01-16,123.94,124.25,122.7,123.55,5308237
2026-01-19,123.38,124.26,122.95,123.63,2979252
2026-01-20,123.9,126.41,123.76,126.36,2927698
2026-01-21,126.32,126.71,125.7,126.24,3306767
2026-01-22,126.38,126.5,124.87,125.47,7212400
2026-01-23,125.44,127.12,124.76,126.91,4567427
2026-01-26,126.91,133.25,126.76,132.65,2516070
2026-01-27,132.65,132.71,130.53,131.6,3916105
2026-01-28,131.43,133.18,130.55,133.03,5785000
2026-01-29,133.03,133.35,128.0,128.36,8175914
2026-01-30,128.42,132.33,128.32,132.11,6353567
2026-02-02,132.23,133.99,131.89,133.97,7058386
2026-02-03,134.05,138.9,133.55,137.85,9678123
2026-02-04,138.0,138.31,137.08,137.61,5304675
2026-02-05,137.67,137.82,133.96,134.4,5378236
2026-02-06,134.41,137.3,133.92,136.97,4554950
2026-02-09,136.71,139.2,136.64,139.18,9078458
2026-02-10,139.12,139.43,136.44,136.47,6887780
2026-02-11,136.7,137.6,131.71,132.0,6000673
2026-02-12,132.02,133.56,131.29,133.25,9583117
2026-02-13,133.37,133.52,131.9,132.69,6942665
2026-02-16,132.68,140.62,132.22,140.27,5913962
2026-02-17,140.18,140.77,138.01,138.31,8731781
2026-02-18,138.61,138.75,135.81,136.65,9337754
2026-02-19,136.71,137.44,135.54,136.26,6326556
2026-02-20,136.48,136.95,130.67,131.22,8086513
2026-02-23,131.3,131.31,128.08,128.6,9689248
2026-02-24,128.57,133.29,127.64,133.2,3493059
2026-02-25,132.91,133.89,132.57,132.76,9098612
2026-02-26,132.78,133.2,130.08,130.93,5419041
2026-02-27,130.74,130.84,126.9,127.21,5127343
2026-03-02,126.94,129.51,126.87,128.79,6221404
2026-03-03,128.96,130.68,128.82,130.6,7897025
2026-03-04,130.71,131.52,130.51,131.29,3221363
2026-03-05,131.38,131.51,129.84,130.11,3288757
2026-03-06,130.13,131.25,129.11,130.93,7390686
2026-03-09,130.94,132.71,130.64,131.98,3894829
2026-03-10,132.04,132.22,129.84,129.95,4736370
2026-03-11,129.98,131.89,129.61,131.68,9010889
2026-03-12,131.7,131.89,125.35,125.5,8108198
2026-03-13,125.6,125.75,121.87,121.89,4304112
2026-03-16,121.6,121.85,120.96,121.02,8678970
2026-03-17,121.14,121.25,120.37,120.69,9449571
2026-03-18,120.62,121.49,117.5,117.55,4303902
2026-03-19,117.66,118.4,117.57,118.35,3335883
2026-03-20,118.5,121.26,118.17,121.05,7523391
2026-03-23,120.96,122.4,120.36,122.2,5844546
2026-03-24,122.31,122.91,121.71,122.76,9106630
2026-03-25,122.86,125.07,122.69,124.95,3488794
2026-03-26,124.86,126.69,124.54,126.01,9206871
2026-03-27,125.95,126.02,122.19,122.79,7820218
2026-03-30,122.81,123.32,122.05,122.19,5014557
2026-03-31,121.92,125.71,121.84,125.62,7375089
2026-04-01,125.56,125.7,122.16,122.42,9351333
2026-04-02,122.45,123.44,121.66,122.54,4467104
2026-04-03,122.49,122.94,120.77,121.44,8118735
2026-04-06,121.25,122.29,118.73,119.0,3335804
2026-04-07,118.95,119.02,116.15,116.3,7590143
2026-04-08,116.48,117.22,115.82,116.51,9534636
2026-04-09,116.67,117.72,116.46,117.27,4366560
2026-04-10,117.26,118.3,116.72,118.02,7367236
2026-04-13,117.93,118.33,113.72,114.22,4058835
2026-04-14,114.22,114.59,112.53,113.45,6822958
2026-04-15,113.45,114.36,113.11,114.27,3815573
2026-04-16,114.19,117.22,114.05,116.6,7664994
2026-04-17,116.56,118.4,116.41,118.28,6433777
2026-04-20,118.36,120.91,118.21,120.4,2070549
2026-04-21,120.51,124.0,120.05,123.26,5328232
2026-04-22,122.95,125.94,122.7,125.44,2824128
2026-04-23,125.56,125.59,122.52,123.14,3812116
2026-04-24,123.16,123.37,122.0,123.25,8812967
2026-04-27,123.39,123.42,121.26,121.27,8035162
2026-04-28,121.26,121.63,114.84,114.86,4771069
2026-04-29,114.91,115.62,110.32,110.57,8356931
2026-04-30,110.75,116.51,110.72,115.61,7983612
